enrollee_id,city_development_index,gender,relevent_experience,education_level,major_discipline,experience,last_new_job,training_hours,target
21102,0.91,Male,Has relevent experience,Graduate,STEM,3,2,34,0
18482,0.624,Male,Has relevent experience,Graduate,STEM,5,1,52,0
8842,0.92,Male,No relevent experience,Graduate,STEM,3,>4,74,0
24911,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,131,0
7348,0.855,Male,No relevent experience,Graduate,STEM,3,1,51,0
24697,0.7659999999999999,Female,No relevent experience,Graduate,STEM,8,never,56,0
5332,0.9229999999999999,Male,Has relevent experience,Masters,STEM,12,2,18,0
7668,0.895,Male,Has relevent experience,Graduate,STEM,11,2,136,0
5103,0.897,Male,Has relevent experience,Graduate,STEM,>20,1,108,0
4161,0.92,Male,Has relevent experience,Graduate,STEM,6,1,70,0
17926,0.92,Female,Has relevent experience,Graduate,STEM,13,2,168,0
17409,0.624,Male,Has relevent experience,Masters,STEM,14,1,224,0
24696,0.92,Male,Has relevent experience,Graduate,STEM,>20,3,228,0
8628,0.698,Male,Has relevent experience,Graduate,STEM,7,1,131,0
7803,0.855,Male,No relevent experience,Graduate,STEM,2,1,46,0
26593,0.92,Male,Has relevent experience,Graduate,STEM,14,1,44,0
13702,0.754,Male,Has relevent experience,Graduate,STEM,5,1,162,0
29118,0.91,Male,Has relevent experience,Graduate,STEM,6,1,3,0
21009,0.92,Male,Has relevent experience,Graduate,STEM,11,2,28,0
16999,0.7759999999999999,Male,Has relevent experience,Graduate,No Major,6,3,144,0
31848,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,7,1,44,0
14978,0.9259999999999999,Male,Has relevent experience,Masters,STEM,12,1,23,0
8650,0.893,Male,Has relevent experience,Graduate,Other,5,2,29,0
25602,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,15,1,150,0
12933,0.91,Male,Has relevent experience,Phd,STEM,9,1,61,0
17558,0.698,Male,Has relevent experience,Graduate,STEM,5,3,25,0
19905,0.92,Male,Has relevent experience,Graduate,STEM,19,>4,62,0
15220,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,92,0
30022,0.92,Male,Has relevent experience,Graduate,STEM,10,1,294,0
10651,0.682,Male,Has relevent experience,Graduate,STEM,>20,2,14,0
33164,0.884,Male,Has relevent experience,Graduate,STEM,>20,>4,80,0
28376,0.802,Female,Has relevent experience,Masters,STEM,12,1,88,0
6269,0.91,Male,Has relevent experience,Phd,Humanities,>20,>4,160,0
1845,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,21,0
27412,0.92,Male,Has relevent experience,Graduate,STEM,9,2,36,0
2598,0.743,Male,Has relevent experience,Masters,STEM,11,2,46,0
23406,0.884,Male,Has relevent experience,Graduate,Humanities,6,>4,28,0
2061,0.899,Male,Has relevent experience,Masters,Other,15,1,55,0
32779,0.878,Male,Has relevent experience,Graduate,STEM,6,1,20,0
21386,0.89,Male,Has relevent experience,Graduate,STEM,>20,2,106,0
24798,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,23,0
29535,0.91,Male,Has relevent experience,Masters,STEM,>20,2,36,0
2371,0.9259999999999999,Male,No relevent experience,Graduate,STEM,6,1,162,0
18862,0.91,Male,Has relevent experience,Graduate,No Major,5,1,43,0
25837,0.92,Male,Has relevent experience,Graduate,No Major,9,>4,30,0
15048,0.92,Male,Has relevent experience,Graduate,STEM,5,1,46,0
3681,0.92,Male,Has relevent experience,Graduate,STEM,8,3,38,0
28021,0.92,Female,Has relevent experience,Graduate,STEM,4,2,64,0
14610,0.698,Male,Has relevent experience,Graduate,STEM,9,1,11,0
33174,0.48700000000000004,Male,Has relevent experience,Graduate,STEM,5,1,92,0
6669,0.9259999999999999,Male,Has relevent experience,Masters,STEM,15,2,75,0
30752,0.7659999999999999,Female,Has relevent experience,Graduate,STEM,6,4,8,0
18236,0.92,Male,Has relevent experience,Graduate,STEM,6,1,32,0
5868,0.698,Male,Has relevent experience,Graduate,STEM,10,1,16,0
16269,0.92,Male,Has relevent experience,Masters,STEM,17,2,15,0
10767,0.624,Male,No relevent experience,Masters,STEM,5,1,31,0
29910,0.9390000000000001,Male,Has relevent experience,Masters,Other,17,2,24,0
25531,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,22,0
15015,0.92,Male,Has relevent experience,Graduate,STEM,>20,4,120,0
16254,0.624,Male,Has relevent experience,Graduate,STEM,9,4,58,0
17672,0.855,Male,No relevent experience,Masters,Business Degree,15,2,23,0
30707,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,314,0
21981,0.92,Female,Has relevent experience,Graduate,STEM,8,1,3,0
29531,0.9259999999999999,Female,No relevent experience,Graduate,STEM,1,1,33,0
27242,0.91,Male,Has relevent experience,Graduate,Humanities,>20,>4,46,0
26574,0.5579999999999999,Male,No relevent experience,Graduate,STEM,3,never,24,0
11573,0.855,Male,Has relevent experience,Phd,STEM,>20,2,153,0
13686,0.794,Male,Has relevent experience,Graduate,STEM,8,2,22,0
5701,0.899,Female,Has relevent experience,Graduate,STEM,15,never,12,0
30025,0.92,Male,Has relevent experience,Graduate,STEM,16,2,82,0
15654,0.9259999999999999,Female,No relevent experience,Masters,STEM,13,>4,44,0
1455,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,5,0
17528,0.848,Male,Has relevent experience,Graduate,STEM,15,1,39,0
10886,0.92,Female,Has relevent experience,Graduate,STEM,12,4,54,0
14910,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,14,>4,98,0
22987,0.92,Male,Has relevent experience,Graduate,STEM,4,1,52,0
18186,0.92,Female,No relevent experience,Graduate,STEM,4,4,53,0
3336,0.92,Male,Has relevent experience,Graduate,Business Degree,10,>4,22,0
29342,0.836,Male,Has relevent experience,Graduate,Humanities,>20,1,130,0
22943,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,32,0
7985,0.89,Male,Has relevent experience,Masters,STEM,10,1,57,0
2188,0.738,Female,Has relevent experience,Graduate,STEM,7,2,7,0
5982,0.91,Male,Has relevent experience,Masters,STEM,>20,>4,98,0
18962,0.91,Male,Has relevent experience,Masters,Humanities,5,>4,14,0
26381,0.9390000000000001,Male,No relevent experience,Graduate,STEM,10,1,12,0
3064,0.91,Male,Has relevent experience,Graduate,Business Degree,8,2,308,0
2443,0.624,Male,Has relevent experience,Masters,STEM,12,1,59,0
29714,0.897,Male,Has relevent experience,Masters,STEM,7,2,76,0
3411,0.9129999999999999,Male,Has relevent experience,Masters,STEM,17,1,11,0
3959,0.624,Male,Has relevent experience,Graduate,STEM,6,>4,92,0
22405,0.91,Male,Has relevent experience,Graduate,STEM,9,4,60,0
18337,0.9390000000000001,Female,Has relevent experience,Masters,Other,10,1,40,0
15884,0.6659999999999999,Male,No relevent experience,Graduate,Business Degree,17,2,60,0
26273,0.92,Female,No relevent experience,Graduate,No Major,10,never,4,0
9842,0.91,Male,Has relevent experience,Masters,STEM,>20,1,43,0
20871,0.795,Male,Has relevent experience,Graduate,STEM,9,4,52,0
25204,0.624,Male,Has relevent experience,Graduate,STEM,6,1,86,0
27899,0.91,Male,No relevent experience,Masters,Humanities,16,4,18,0
17470,0.9259999999999999,Male,Has relevent experience,Masters,STEM,8,2,28,0
9114,0.89,Male,Has relevent experience,Masters,STEM,>20,2,8,0
21575,0.9259999999999999,Male,Has relevent experience,Masters,STEM,11,2,62,0
13035,0.9259999999999999,Male,Has relevent experience,Masters,STEM,8,1,34,0
2382,0.83,Male,Has relevent experience,Masters,STEM,14,1,48,0
29011,0.763,Female,Has relevent experience,Masters,STEM,9,1,58,0
9659,0.92,Male,No relevent experience,Masters,STEM,5,3,194,0
13580,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,6,>4,107,0
12315,0.74,Female,No relevent experience,Graduate,STEM,6,1,40,0
5897,0.8270000000000001,Male,Has relevent experience,Masters,STEM,>20,>4,78,0
12271,0.92,Male,Has relevent experience,Graduate,STEM,9,1,28,0
15349,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,52,0
3034,0.91,Male,Has relevent experience,Graduate,STEM,6,1,7,0
7231,0.887,Male,No relevent experience,Graduate,STEM,6,never,140,0
7946,0.89,Male,Has relevent experience,Masters,STEM,>20,>4,6,0
29862,0.92,Male,Has relevent experience,Graduate,STEM,7,2,74,0
22485,0.9129999999999999,Male,Has relevent experience,Graduate,STEM,10,1,46,0
18016,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,6,1,6,0
22666,0.91,Male,Has relevent experience,Graduate,Humanities,7,1,8,0
1865,0.624,Female,Has relevent experience,Masters,STEM,8,1,92,0
30880,0.624,Male,No relevent experience,Graduate,STEM,<1,1,7,0
3633,0.92,Male,Has relevent experience,Graduate,STEM,11,2,174,0
27492,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,14,never,202,0
29836,0.738,Male,No relevent experience,Graduate,STEM,2,never,18,0
4714,0.855,Male,Has relevent experience,Masters,STEM,16,1,53,0
13961,0.7759999999999999,Male,Has relevent experience,Graduate,STEM,10,1,53,0
23909,0.8959999999999999,Male,Has relevent experience,Graduate,STEM,12,>4,7,0
32773,0.92,Male,No relevent experience,Graduate,STEM,15,1,182,0
3623,0.91,Male,Has relevent experience,Graduate,STEM,>20,1,56,0
32452,0.92,Male,Has relevent experience,Graduate,STEM,10,1,68,0
27962,0.91,Female,Has relevent experience,Masters,STEM,5,1,26,0
20669,0.9259999999999999,Female,Has relevent experience,Masters,STEM,11,2,8,0
11699,0.92,Female,Has relevent experience,Graduate,STEM,>20,>4,58,0
19027,0.92,Male,Has relevent experience,Graduate,STEM,16,1,37,0
33299,0.924,Male,Has relevent experience,Masters,STEM,>20,1,149,0
1446,0.866,Male,Has relevent experience,Graduate,STEM,18,>4,31,0
22901,0.8270000000000001,Male,Has relevent experience,Masters,STEM,>20,4,210,0
8908,0.92,Male,No relevent experience,Masters,STEM,14,4,36,0
11618,0.624,Male,Has relevent experience,Masters,STEM,5,2,52,0
31918,0.895,Male,Has relevent experience,Graduate,STEM,11,1,80,0
29063,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,16,1,25,0
22884,0.9129999999999999,Male,Has relevent experience,Graduate,STEM,11,1,64,0
28373,0.92,Male,No relevent experience,Graduate,STEM,2,1,32,0
22425,0.897,Male,Has relevent experience,Masters,STEM,>20,1,23,0
22924,0.7759999999999999,Male,No relevent experience,Graduate,STEM,3,1,41,0
26244,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,49,0
20036,0.91,Male,Has relevent experience,Graduate,Arts,7,4,26,0
9107,0.743,Male,Has relevent experience,Masters,STEM,>20,>4,30,0
10163,0.92,Male,Has relevent experience,Graduate,STEM,>20,4,212,0
22220,0.92,Male,Has relevent experience,Graduate,STEM,12,>4,192,0
12882,0.804,Male,Has relevent experience,Masters,STEM,11,1,11,0
4306,0.698,Male,Has relevent experience,Graduate,STEM,>20,1,50,0
21234,0.91,Male,Has relevent experience,Masters,STEM,10,2,24,0
26607,0.92,Male,Has relevent experience,Graduate,STEM,3,2,76,0
13486,0.9259999999999999,Male,Has relevent experience,Masters,Other,19,2,4,0
2844,0.794,Male,Has relevent experience,Graduate,No Major,11,1,242,0
15097,0.9259999999999999,Male,Has relevent experience,Masters,STEM,14,1,52,0
16844,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,20,0
17403,0.767,Male,Has relevent experience,Graduate,STEM,6,1,46,0
24262,0.579,Male,No relevent experience,Graduate,Humanities,<1,>4,18,0
6196,0.92,Male,Has relevent experience,Graduate,STEM,2,1,163,0
30125,0.9259999999999999,Male,No relevent experience,Masters,STEM,>20,1,20,0
13587,0.9259999999999999,Male,No relevent experience,Graduate,STEM,1,1,35,0
9877,0.92,Male,Has relevent experience,Graduate,Business Degree,>20,>4,51,0
141,0.855,Male,Has relevent experience,Masters,STEM,8,2,10,0
8137,0.92,Male,Has relevent experience,Graduate,STEM,13,1,194,0
29021,0.925,Male,Has relevent experience,Graduate,STEM,5,1,21,0
5473,0.855,Male,Has relevent experience,Masters,STEM,20,2,308,0
20194,0.92,Male,Has relevent experience,Graduate,STEM,2,1,72,0
6718,0.924,Male,Has relevent experience,Graduate,STEM,>20,1,21,0
29403,0.91,Male,Has relevent experience,Masters,STEM,>20,>4,73,0
10134,0.92,Male,No relevent experience,Graduate,STEM,15,1,16,0
7579,0.92,Male,Has relevent experience,Phd,STEM,14,1,4,0
23135,0.92,Male,Has relevent experience,Graduate,Business Degree,7,1,16,0
14312,0.762,Male,Has relevent experience,Graduate,STEM,7,>4,113,0
18947,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,8,0
14693,0.843,Female,Has relevent experience,Graduate,STEM,6,1,70,0
30520,0.92,Male,Has relevent experience,Graduate,STEM,6,2,130,0
27957,0.899,Male,No relevent experience,Graduate,STEM,9,1,41,0
20320,0.92,Male,No relevent experience,Graduate,STEM,>20,1,11,0
19000,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,14,>4,17,0
31725,0.855,Female,Has relevent experience,Graduate,STEM,4,1,5,0
15491,0.91,Male,Has relevent experience,Graduate,STEM,>20,2,23,0
1024,0.92,Male,Has relevent experience,Graduate,STEM,4,4,9,0
15921,0.897,Male,Has relevent experience,Masters,STEM,>20,>4,30,0
26686,0.91,Male,Has relevent experience,Graduate,STEM,7,1,77,0
30873,0.92,Male,Has relevent experience,Graduate,STEM,13,1,157,0
31789,0.92,Male,Has relevent experience,Graduate,STEM,13,>4,11,0
33206,0.91,Female,Has relevent experience,Graduate,STEM,>20,3,55,0
17676,0.91,Female,Has relevent experience,Masters,Humanities,4,2,25,0
9339,0.698,Male,Has relevent experience,Graduate,STEM,3,3,57,0
24361,0.92,Male,Has relevent experience,Graduate,STEM,10,>4,109,0
12920,0.92,Male,Has relevent experience,Masters,Other,>20,>4,70,0
28166,0.91,Male,Has relevent experience,Graduate,STEM,>20,>4,25,0
29896,0.92,Female,No relevent experience,Phd,STEM,14,1,55,0
23071,0.847,Male,Has relevent experience,Masters,STEM,10,1,67,0
7154,0.91,Male,Has relevent experience,Masters,STEM,7,1,53,0
24112,0.624,Male,Has relevent experience,Graduate,STEM,>20,>4,104,0
25260,0.92,Female,Has relevent experience,Masters,Humanities,>20,>4,38,0
23221,0.92,Male,No relevent experience,Graduate,STEM,>20,2,70,0
17731,0.83,Male,Has relevent experience,Graduate,STEM,14,1,136,0
4793,0.92,Male,Has relevent experience,Graduate,STEM,12,1,30,0
5726,0.855,Male,Has relevent experience,Graduate,STEM,16,1,32,0
4771,0.794,Male,Has relevent experience,Graduate,STEM,5,3,6,0
18465,0.897,Male,Has relevent experience,Masters,STEM,8,1,133,0
33229,0.9259999999999999,Female,Has relevent experience,Masters,Humanities,9,1,44,0
11123,0.92,Male,Has relevent experience,Graduate,STEM,4,1,26,0
32142,0.767,Male,Has relevent experience,Graduate,STEM,19,1,12,0
30950,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,6,0
25875,0.579,Male,Has relevent experience,Graduate,STEM,6,2,17,0
18041,0.742,Male,Has relevent experience,Graduate,STEM,7,1,127,0
17767,0.698,Male,Has relevent experience,Graduate,STEM,10,1,26,0
11868,0.878,Male,Has relevent experience,Masters,STEM,17,3,12,0
16131,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,90,0
30997,0.92,Male,Has relevent experience,Graduate,STEM,11,>4,80,0
6265,0.855,Male,Has relevent experience,Graduate,STEM,8,1,101,0
9729,0.92,Male,Has relevent experience,Graduate,STEM,>20,4,18,0
25946,0.92,Male,Has relevent experience,Graduate,STEM,16,3,80,0
388,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,101,0
30107,0.722,Male,No relevent experience,Graduate,STEM,3,1,55,0
32885,0.92,Male,Has relevent experience,Graduate,STEM,12,2,7,0
27406,0.92,Female,No relevent experience,Masters,STEM,12,1,50,0
14913,0.9259999999999999,Female,Has relevent experience,Graduate,STEM,4,2,214,0
15812,0.897,Male,Has relevent experience,Graduate,STEM,10,>4,25,0
14059,0.92,Male,Has relevent experience,Graduate,STEM,5,1,66,0
32384,0.754,Male,No relevent experience,Graduate,STEM,3,1,96,0
21142,0.915,Male,Has relevent experience,Graduate,STEM,9,2,55,0
33099,0.893,Other,Has relevent experience,Graduate,STEM,13,4,11,0
8130,0.91,Male,Has relevent experience,Graduate,STEM,11,2,31,0
32813,0.878,Male,No relevent experience,Graduate,Humanities,2,1,17,0
15188,0.92,Male,Has relevent experience,Masters,Humanities,12,1,30,0
26752,0.92,Male,Has relevent experience,Masters,STEM,13,4,17,0
20808,0.624,Male,Has relevent experience,Masters,STEM,9,2,246,0
10507,0.9259999999999999,Male,Has relevent experience,Masters,STEM,>20,never,250,0
33272,0.92,Male,No relevent experience,Masters,STEM,19,2,24,0
24491,0.763,Male,Has relevent experience,Graduate,STEM,12,1,288,0
14794,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,9,1,73,0
1890,0.624,Male,Has relevent experience,Graduate,STEM,14,>4,33,0
5483,0.855,Female,No relevent experience,Masters,STEM,>20,>4,35,0
10999,0.91,Male,Has relevent experience,Masters,STEM,>20,1,152,0
6424,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,10,1,176,0
7287,0.9259999999999999,Male,Has relevent experience,Masters,STEM,15,1,330,0
27035,0.9209999999999999,Male,Has relevent experience,Masters,STEM,5,1,10,0
2985,0.7390000000000001,Male,Has relevent experience,Graduate,STEM,4,never,69,0
23086,0.92,Male,No relevent experience,Phd,STEM,19,3,250,0
15798,0.92,Male,No relevent experience,Graduate,STEM,4,2,30,0
13514,0.855,Other,Has relevent experience,Masters,STEM,16,1,2,0
27497,0.884,Male,Has relevent experience,Graduate,STEM,7,>4,104,0
6983,0.91,Male,Has relevent experience,Graduate,STEM,6,1,68,0
8162,0.9129999999999999,Male,Has relevent experience,Masters,STEM,8,2,111,0
5027,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,78,0
3294,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,109,0
21992,0.91,Male,Has relevent experience,Graduate,STEM,2,2,17,0
19496,0.91,Male,Has relevent experience,Graduate,STEM,16,1,15,0
18191,0.92,Male,No relevent experience,Graduate,STEM,11,never,6,0
1599,0.727,Male,Has relevent experience,Graduate,STEM,18,>4,182,0
10734,0.92,Male,Has relevent experience,Graduate,STEM,17,>4,22,0
4050,0.9259999999999999,Male,No relevent experience,Graduate,STEM,6,never,71,0
27175,0.698,Male,Has relevent experience,Graduate,STEM,8,1,111,0
6132,0.836,Male,Has relevent experience,Graduate,No Major,17,1,32,0
31837,0.802,Male,Has relevent experience,Graduate,STEM,6,1,21,0
25648,0.91,Male,Has relevent experience,Masters,STEM,3,2,46,0
1654,0.92,Male,Has relevent experience,Graduate,STEM,16,1,12,0
21639,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,11,2,56,0
17998,0.8959999999999999,Male,Has relevent experience,Graduate,Arts,>20,1,30,0
31858,0.92,Male,No relevent experience,Masters,STEM,10,1,7,0
1538,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,9,0
2952,0.92,Male,Has relevent experience,Graduate,STEM,5,1,111,0
9419,0.89,Male,Has relevent experience,Masters,STEM,9,>4,51,0
16815,0.897,Male,No relevent experience,Graduate,STEM,5,1,16,0
15661,0.897,Male,Has relevent experience,Masters,STEM,6,1,6,0
31900,0.92,Male,Has relevent experience,Phd,STEM,>20,2,13,0
18448,0.91,Male,Has relevent experience,Graduate,STEM,15,>4,23,0
4097,0.899,Female,Has relevent experience,Graduate,STEM,9,1,41,0
8150,0.89,Male,Has relevent experience,Graduate,STEM,>20,1,192,0
12801,0.7759999999999999,Male,Has relevent experience,Graduate,STEM,>20,>4,89,0
32265,0.91,Male,Has relevent experience,Graduate,STEM,>20,1,35,0
759,0.92,Female,Has relevent experience,Graduate,STEM,>20,>4,33,0
10951,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,53,0
24459,0.92,Male,Has relevent experience,Masters,STEM,15,1,10,0
16855,0.92,Male,Has relevent experience,Masters,STEM,9,>4,40,0
4886,0.727,Male,Has relevent experience,Graduate,STEM,3,1,174,0
26643,0.9129999999999999,Male,Has relevent experience,Masters,STEM,10,1,60,0
4877,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,10,0
26559,0.91,Male,Has relevent experience,Graduate,STEM,16,2,140,0
13425,0.897,Female,Has relevent experience,Masters,STEM,17,1,19,0
2300,0.9259999999999999,Female,Has relevent experience,Masters,Humanities,3,1,82,0
28934,0.624,Male,Has relevent experience,Graduate,STEM,4,2,19,0
16925,0.92,Male,Has relevent experience,Graduate,STEM,19,>4,312,0
4666,0.91,Male,Has relevent experience,Graduate,Humanities,20,2,72,0
26357,0.92,Female,Has relevent experience,Graduate,STEM,6,1,46,0
22783,0.9229999999999999,Male,Has relevent experience,Graduate,STEM,5,4,264,0
33326,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,21,0
3501,0.92,Male,Has relevent experience,Graduate,Humanities,>20,>4,21,0
31294,0.92,Male,Has relevent experience,Masters,STEM,18,1,9,0
14287,0.92,Male,Has relevent experience,Graduate,Business Degree,4,1,97,0
27665,0.92,Female,Has relevent experience,Graduate,STEM,3,2,292,0
410,0.9259999999999999,Male,Has relevent experience,Masters,STEM,14,2,80,0
1582,0.92,Male,Has relevent experience,Phd,STEM,>20,>4,41,0
32239,0.92,Female,Has relevent experience,Graduate,Humanities,4,1,276,0
28687,0.9390000000000001,Male,Has relevent experience,Phd,STEM,8,3,302,0
4192,0.855,Male,Has relevent experience,Graduate,STEM,10,1,20,0
1747,0.92,Male,No relevent experience,Graduate,STEM,5,1,15,0
9216,0.836,Male,Has relevent experience,Graduate,STEM,>20,1,114,0
4970,0.855,Male,Has relevent experience,Masters,STEM,17,2,21,0
33186,0.856,Male,Has relevent experience,Graduate,STEM,12,1,158,0
15765,0.9259999999999999,Male,No relevent experience,Graduate,STEM,9,1,284,0
19205,0.92,Male,Has relevent experience,Graduate,STEM,18,1,6,0
27084,0.624,Male,Has relevent experience,Graduate,STEM,9,>4,52,0
24868,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,15,1,56,0
29004,0.9129999999999999,Male,No relevent experience,Masters,STEM,>20,2,90,0
24881,0.698,Male,Has relevent experience,Masters,STEM,6,1,46,0
17010,0.92,Female,Has relevent experience,Graduate,STEM,10,2,37,0
8074,0.698,Male,Has relevent experience,Graduate,Other,2,1,23,0
17601,0.878,Male,Has relevent experience,Graduate,STEM,>20,>4,77,0
1286,0.92,Other,Has relevent experience,Graduate,STEM,15,>4,53,0
32466,0.855,Male,Has relevent experience,Graduate,STEM,10,4,108,0
30776,0.836,Male,Has relevent experience,Masters,STEM,>20,>4,38,0
3459,0.698,Male,Has relevent experience,Graduate,STEM,>20,2,73,0
8944,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,>20,4,12,0
4245,0.924,Male,No relevent experience,Graduate,Arts,14,4,56,0
8568,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,26,0
30944,0.754,Male,Has relevent experience,Graduate,STEM,6,1,54,0
7168,0.91,Male,Has relevent experience,Graduate,STEM,>20,3,14,0
31475,0.91,Male,Has relevent experience,Graduate,STEM,>20,>4,77,0
30417,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,36,0
25944,0.924,Male,No relevent experience,Masters,STEM,>20,>4,20,0
24707,0.899,Male,Has relevent experience,Masters,STEM,>20,1,15,0
14278,0.802,Male,Has relevent experience,Graduate,STEM,16,3,44,0
19667,0.9259999999999999,Male,Has relevent experience,Graduate,STEM,16,1,46,0
28691,0.903,Female,Has relevent experience,Graduate,Humanities,1,never,5,0
31990,0.92,Male,Has relevent experience,Graduate,STEM,20,>4,50,0
16933,0.91,Male,Has relevent experience,Graduate,STEM,6,2,184,0
1267,0.92,Male,Has relevent experience,Graduate,STEM,11,1,16,0
9857,0.92,Male,Has relevent experience,Graduate,STEM,4,1,86,0
31614,0.92,Male,Has relevent experience,Graduate,STEM,5,1,102,0
21697,0.9259999999999999,Male,No relevent experience,Graduate,STEM,13,3,11,0
4522,0.92,Male,Has relevent experience,Graduate,STEM,>20,>4,46,0
1418,0.92,Male,Has relevent experience,Graduate,STEM,7,2,56,0
11001,0.92,Male,No relevent experience,Graduate,STEM,2,1,53,0
1264,0.91,Male,Has relevent experience,Graduate,STEM,>20,1,17,0
7014,0.92,Male,Has relevent experience,Masters,STEM,>20,1,83,0
19972,0.624,Male,No relevent experience,Graduate,STEM,4,never,55,0
23459,0.9259999999999999,Male,No relevent experience,Graduate,STEM,6,never,50,0
9987,0.92,Male,Has relevent experience,Graduate,STEM,9,2,34,0
22612,0.624,Male,Has relevent experience,Graduate,STEM,6,>4,35,0
1403,0.847,Male,Has relevent experience,Graduate,STEM,8,4,9,0
1510,0.92,Male,No relevent experience,Graduate,No Major,>20,>4,4,0
25645,0.767,Male,Has relevent experience,Graduate,STEM,8,1,30,0
12680,0.91,Male,Has relevent experience,Masters,STEM,8,3,5,0
22623,0.624,Male,Has relevent experience,Graduate,STEM,6,2,21,0
10104,0.92,Female,Has relevent experience,Masters,STEM,15,1,75,0
349,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,21,0
3128,0.92,Male,No relevent experience,Masters,STEM,16,>4,60,0
21770,0.8959999999999999,Male,No relevent experience,Masters,STEM,4,1,32,0
9236,0.579,Male,Has relevent experience,Graduate,STEM,3,3,136,0
31412,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,23,0
4648,0.91,Female,Has relevent experience,Graduate,STEM,4,1,108,0
17417,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,8,0
8940,0.92,Female,Has relevent experience,Graduate,STEM,3,1,19,0
6354,0.92,Male,Has relevent experience,Graduate,STEM,17,>4,78,0
24074,0.9259999999999999,Male,Has relevent experience,Masters,STEM,14,1,63,0
21088,0.89,Male,Has relevent experience,Masters,STEM,9,never,218,0
31548,0.92,Male,Has relevent experience,Graduate,STEM,10,2,174,0
25460,0.8270000000000001,Male,Has relevent experience,Graduate,STEM,18,>4,22,0
8745,0.74,Male,Has relevent experience,Graduate,STEM,16,>4,49,0
186,0.722,Male,No relevent experience,Graduate,Humanities,6,2,162,0
31407,0.92,Male,Has relevent experience,Graduate,STEM,>20,1,141,0
10982,0.92,Male,Has relevent experience,Masters,STEM,13,2,70,0
23961,0.92,Male,Has relevent experience,Graduate,STEM,14,1,46,0
28100,0.92,Male,Has relevent experience,Masters,Humanities,18,2,6,0
9010,0.624,Male,Has relevent experience,Graduate,STEM,8,>4,138,0
12597,0.9390000000000001,Male,No relevent experience,Graduate,Humanities,12,>4,22,0
32008,0.884,Male,Has relevent experience,Masters,STEM,3,2,44,0
17823,0.624,Male,Has relevent experience,Graduate,STEM,16,3,56,0
23142,0.8959999999999999,Male,Has relevent experience,Graduate,STEM,14,1,3,0
15252,0.92,Male,Has relevent experience,Masters,STEM,>20,>4,3,0
26644,0.92,Male,Has relevent experience,Graduate,STEM,20,1,202,0
30438,0.92,Male,Has relevent experience,Graduate,Other,>20,>4,87,0
22322,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,13,1,22,0
10341,0.91,Male,Has relevent experience,Graduate,Humanities,>20,>4,13,0
23480,0.925,Male,Has relevent experience,Graduate,STEM,>20,never,120,0
14779,0.802,Male,Has relevent experience,Graduate,STEM,17,1,13,0
3804,0.92,Male,Has relevent experience,Graduate,STEM,>20,2,23,0
21677,0.91,Male,Has relevent experience,Graduate,Humanities,>20,2,47,0
17918,0.624,Male,Has relevent experience,Graduate,STEM,5,>4,41,0
14402,0.92,Male,Has relevent experience,Graduate,STEM,10,1,60,0
1689,0.9390000000000001,Male,Has relevent experience,Graduate,STEM,>20,3,41,0
18457,0.725,Male,Has relevent experience,Graduate,STEM,6,3,13,0
